Title,Author,Publisher,Price,Quantity
Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,Harcourt Brace Jovanovich,60,416
Cliffs Notes on Cervantes Don Quixote,Marianne Sturman,Cliffs Notes,40,435
Desert Heat (Joanna Brady  #1),J.A. Jance,Severn House Publishers,35,143
Kentucky Heat,Fern Michaels,Zebra,5,108
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,University Of Chicago Press,12,108
Texas Heat (Texas  #2),Fern Michaels,Ballantine Books,64,253
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie OClare/Jaci Burton,Elloras Cave,96,54
Heat and Dust,Ruth Prawer Jhabvala,Counterpoint,41,51
Holy Cow: An Indian Adventure,Sarah Macdonald,Broadway Books,84,168
Holy Cows and Hog Heaven: The Food Buyers Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,Polyface,97,344
The History of Love,Nicole Krauss,Norton,71,199
A Brief History of Time,Stephen Hawking,Bantam Books,96,256
A Short History of Nearly Everything,Bill Bryson,Broadway Books,6,358
The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,Regnery Publishing,48,461
A History of the World in 6 Glasses,Tom Standage,Bloomsbury,91,248
A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,Gramercy Books,57,372
The Sun Also Rises,Ernest Hemingway/William Hurt,Simon  Schuster Audio,81,180
The Bon Appetit Cookbook,Barbara Fairchild,Houghton Mifflin Harcourt,93,123
The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,Clarkson Potter,72,332
Into a Paris Quartier: Reine Margots Chapel and Other Haunts of St. Germain,Diane Johnson,National Geographic Society,9,73
Sylvia,Leonard Michaels/Diane Johnson,Farrar  Straus and Giroux,54,235
The Life Of Dashiell Hammett,Diane Johnson,Vintage/Ebury (A Division of Random House Group),18,496
Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,Santillana USA Publishing Company,3,90
London is the Best City in America,Laura Dave,Viking Adult,73,107
Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,Ediciones B,37,262
The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,Headline Book Pub Ltd,35,137
Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,Marvel,87,23
Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,Heyne,77,297
La Chute dHypérion II,Dan Simmons/Guy Abadia,Pocket,50,9
Endymion,Dan Simmons/Guy Abadia,Robert Laffont,82,217
Olympos (Ilium  #2),Dan Simmons,Harper Voyager,96,350
Ilium (Ilium  #1),Dan Simmons,HarperTorch,81,495
The Terror,Dan Simmons,Little  Brown and Company,52,70
Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,Harper Voyager,80,467
Hard Freeze (Joe Kurtz  #2),Dan Simmons,Minotaur Books,10,389
Endymion (Hyperion Cantos  #3),Dan Simmons,Bantam Spectra,72,300
A Winter Haunting (Seasons of Horror  #2),Dan Simmons,HarperTorch,53,402
The Amazing Adventures of Kavalier & Clay,Michael Chabon,Picador USA,5,470
The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,Dark Horse,64,443
The Great House of God,Max Lucado,Thomas Nelson,30,240
The Valkyries,Paulo Coelho/Alan R. Clarke,HarperTorch (an imprint of HarperCollins Publishers),32,427
The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,HarperOne,36,409
Nine Stories,J.D. Salinger,Little  Brown and Company,99,449
The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,Kingfisher,57,347
American Psycho,Bret Easton Ellis,Picador,56,472
Lunar Park,Bret Easton Ellis,Vintage,25,151
The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,Grand Central Publishing,38,407
Godless,Pete Hautman,Simon  Schuster Books for Young Readers,27,76
That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,Westminster John Knox Press,44,122
Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,Harper Perennial,25,289
Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,Summit University Press,79,114
Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,Plume,57,486
Mans Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,Beacon Press,25,378
Mans Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,Beacon Press (Boston),5,233
In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,W. W. Norton & Company,82,137
Search Engine Optimization for Dummies,Peter Kent,For Dummies,44,184
The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,Addison-Wesley Professional,67,426
Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,Pragmatic Bookshelf,33,494
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Penguin,82,20
Blink 182,Anne Hoppus,Plexus Publishing Ltd,71,335
I Blink: And Other Questions About My Body,Brigid Avison,Kingfisher,93,28
The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,Simon & Schuster Childrens Books,78,353
The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,Da Capo Press,84,61
Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,Harper Business,98,192
I Like You: Hospitality Under the Influence,Amy Sedaris,Warner Books (NY),87,43
Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery OConnor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,Simon & Schuster,57,491
Bringing Down The House,Ben Mezrich,Arrow,20,440
Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,Hci,80,491
The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,IVP Books,33,103
The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,St. Martins Griffin,29,145
The Cold Six Thousand (Underworld USA #2),James Ellroy,Vintage,60,460
White Teeth,Zadie Smith,Penguin Books,5,83
White Teeth,Zadie Smith,Turtleback Books,36,347
White Teeth,Zadie Smith,Penguin,95,431
Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,Suhrkamp,54,149
The Guide to Dan Browns the Solomon Key,Greg  Taylor,DeVorss & Company,91,14
The Da Vinci Code (Robert Langdon  #2),Dan Brown,Random House Large Print,59,375
Angels & Demons (Robert Langdon  #1),Dan Brown,Atria Books,6,126
The Illuminati,Larry Burkett,Thomas Nelson,9,275
The Illuminati Papers,Robert Anton Wilson,Ronin Publishing (CA),71,413
The Da Vinci Code,Dan Brown,Anchor,41,476
The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,Random House Audio,60,488
El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,Umbriel,61,432
Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,Oxford University Press  USA,21,385
Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,Bloomsbury UK,2,279
Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,McSweeneys,99,327
The Polysyllabic Spree,Nick Hornby,McSweeneys,55,454
Songbook,Nick Hornby,Riverhead Books,82,262
My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,Orion Publishing,40,453
Fever Pitch,Nick Hornby,Riverhead Books,7,239
High Fidelity,Nick Hornby,Riverhead Books,8,19
About a Boy,Nick Hornby,Penguin,65,27
The Complete Polysyllabic Spree,Nick Hornby,Viking,36,267
Medicus (Gaius Petreius Ruso  #1),Ruth Downie,Bloomsbury Publishing PLC,26,368
Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,Arcadia Publishing,7,222
David Foster Wallaces Infinite Jest: A Readers Guide,Stephen J. Burn,Bloomsbury Academic,93,172
Scar Tissue,Anthony Kiedis,Hachette Books,24,271
Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,Albin Michel,96,151
Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,American University in Cairo Press,94,254
Dreamland,Sarah Dessen,Speak,94,21
End Game (Dreamland  #8),Dale Brown/Jim DeFelice,HarperTorch,8,22
H. P. Lovecrafts Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,Chaosium,19,99
Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,HarperCollins Publishers Ltd,67,479
Satans Tail (Dreamland  #7),Dale Brown/Jim DeFelice,HarperTorch,11,126
The Zanzibar Chest,Aidan Hartley,Riverhead Books,39,403
Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,Harper,86,396
Dispatches,Michael Herr,Vintage,40,244
Dispatch,Bentley Little,Signet,13,63
Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,Three Rivers Press,95,21
Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,Alison Green Books,92,191
How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,Scholastic  Inc.,13,104
My War Gone By  I Miss It So,Anthony Loyd,Penguin Books (NY),0,379
Night Draws Near: Iraqs People in the Shadow of Americas War,Anthony Shadid,St. Martins Press,52,308
Maximum City: Bombay Lost and Found,Suketu Mehta,Vintage,71,344
Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,Picador USA,70,394
When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,W. W. Norton  Company,5,77
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,Harper Perennial,79,335
Fahrenheit 451,Ray Bradbury/Christopher Hurt,Blackstone Audiobooks,20,125
Los funerales de la Mamá Grande,Gabriel García Márquez,Plaza y Janes,55,481
Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,Harper Perennial Modern Classics,4,419
The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins,Penguin Classics,16,228
CliffsNotes on Steinbecks The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,Cliffs Notes,50,462
The Grapes of Wrath,John Steinbeck,Longman Schools Division (a Pearson Education Company),51,391
American Gods,Neil Gaiman,PerfectBound (HarperCollins),96,223
American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,Random House (NY),75,456
American Gods (American Gods  #1),Neil Gaiman,Headline Review,5,458
East of Eden,John Steinbeck,Penguin Books,60,31
Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,Orion Publishing,66,441
East Of Eden,John Steinbeck,Bantam Books,73,426
Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,Grosset & Dunlap,93,490
The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,Trafford Publishing,25,330
An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,Back Bay Books,94,49
Sellevision,Augusten Burroughs,Atlantic,64,454
Dry,Augusten Burroughs,Atlantic,89,336
Running with Scissors,Augusten Burroughs,Atlantic Books,43,351
People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,Touchstone,1,242
The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,Touchstone,64,304
The Adventures of Sherlock Holmes,Arthur Conan Doyle,Geddes & Grosset,0,158
A Prayer for Owen Meany,John Irving,Modern Library,96,273
Complications: A Surgeons Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,Picador USA,57,318
Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,Atheneum Books for Young Readers,9,368
Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,Picador  Macmillan Publishers Ltd,62,440
Bridget Joness Guide to Life,Helen Fielding,Penguin Books,14,294
Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,Edebé,38,408
A Framework for Understanding Poverty,Ruby K. Payne,AHA! Process,37,474
El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,Rayo,18,24
The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,Phoenix,30,205
Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson,Manning Publications,19,313
About the Bnai Bagels,E.L. Konigsburg,Dell,15,305
The Far Side of Evil,Sylvia Engdahl,Firebird,7,20
Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,Firebird,64,360
Everything Is Illuminated,Jonathan Safran Foer,Harper Perennial,52,391
Everything Is Illuminated,Jonathan Safran Foer,Penguin Group,41,129
Extremely Loud and Incredibly Close,Jonathan Safran Foer,Mariner Books,79,484
Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,Harper Perennial,26,293
Bioinformatics: Sequence and Genome Analysis,David W. Mount,Cold Spring Harbor Laboratory Press,39,229
The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,Ballantine Books,57,257
Carter Beats the Devil,Glen David Gold,Hyperion,72,55
Moo  Baa  La La La!,Sandra Boynton,Simon & Schuster Childrens Books,79,131
Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,Pocket Books,13,85
Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,Atheneum Books for Young Readers,2,14
Moo,Jane Smiley,Rivages,77,425
Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,Atheneum/Richard Jackson Books,79,356
CliffsNotes on Hellers Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller,Cliffs Notes,28,392
Catch-22,Joseph Heller,Vintage,29,354
Geisha,Liza Dalby,University of California Press,1,431
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick OHare,Atria Books,82,489
Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,Kiepenheuer & Witsch,4,218
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,Scribner,29,143
Hemingway & Baileys Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,Algonquin Books,77,113
For Whom The Bell Tolls,Ernest Hemingway,Vintage Classics,28,193
A Moveable Feast,Ernest Hemingway,Vintage,78,476
Islands in the Stream,Ernest Hemingway,Scribner,70,214
Berlin Blues,Sven Regener/John Brownjohn,Vintage,89,51
The Short Stories,Ernest Hemingway,Scribner Classics,12,211
Hemingways Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,Pineapple Press,76,195
The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,Caedmon,79,47
Until I Find You,John Irving,Black Swan,30,237
The Imaginary Girlfriend,John Irving,Ballantine Books,32,10
The Fourth Hand,John Irving,Fawcett Books,19,302
The Water-Method Man,John Irving,Ballantine Books,28,381
Setting Free the Bears,John Irving,Ballantine Books,11,349
The 158-Pound Marriage,John Irving,Ballantine Books,93,329
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,Scribner,66,453
A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,Scribner,97,326
On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,University of South Carolina Press,50,480
The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,Minnesota Historical Society Press,22,349
Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,Penguin Classics,1,396
The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,Penguin Global,68,330
The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,Caedmon,32,66
The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,Audio Partners,36,457
Cliffs Notes on Fitzgeralds the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,Cliffs Notes,24,345
The Great Gatsby,F. Scott Fitzgerald,Penguin Books,91,406
Limitations (Kindle County Legal Thriller #7),Scott Turow,Picador,67,410
Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,Warner Vision,60,431
The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,Grand Central Publishing,31,327
Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,Warner Books (NY),11,179
One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,Warner Books (NY),56,369
Ultimate Punishment,Scott Turow,St. Martins Press-3PL,72,382
The Physician (Cole Family Trilogy  #1),Noah Gordon,Little  Brown Book Group,57,212
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,Signet,39,346
The Rabbi,Noah Gordon,Fawcett,23,193
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,St. Martins Griffin,36,56
The Frequencies,Noah Eli Gordon,Tougher Disguises,48,208
Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,Zeta Bolsillo,99,75
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,Vintage,60,370
Ocean Star Express,Mark Haddon/Peter   Sutton,HarperCollins UK,18,362
The Damned and the Beautiful: American Youth in the 1920s,Paula S. Fass,Oxford University Press  USA,25,278
This Side of Paradise (Paradise  #1),Steven L. Layne,Pelican Publishing,37,55
Trimalchio,F. Scott Fitzgerald/James L.W. West III,Cambridge University Press,10,220
Souvenir of Canada 2,Douglas Coupland,Douglas  McIntyre,47,144
Souvenir of Canada,Douglas Coupland,Douglas  McIntyre,68,401
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,Oxford University Press  USA,50,94
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,Running Press,58,8
Master Index: An Illustrated Guide,Time-Life Books,Time-Life Books  Inc.,24,434
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,Del Rey,99,377
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. OConnell/John    Batchelor,Free Press,4,4
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,Del Rey Books,20,308
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,University of Oklahoma Press,23,438
The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,Penguin Classics,39,109
Cannery Row,John Steinbeck,Penguin Books,50,496
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,Library of America,63,283
Tortilla Flat,John Steinbeck,Penguin Classics,61,273
The Log from the Sea of Cortez,John Steinbeck/Richard Astro,Penguin Books Ltd,6,374
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,Walker Books,32,332
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,Walker Books,54,407
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,Childrens Press(CT),14,452
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,Collection of Historical Scientific Instruments,2,98
1421: The Year China Discovered America,Gavin Menzies,Harper Perennial (NYC),66,67
Dr. Desirable,Kristi Gold,Silhouette Desire,64,148
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,Viking,55,33
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,Johnson Publishing Company (IL),14,97
Before The Mayflower A History of Black America,Lerone Bennett Jr.,Penguin Books,59,222
Shalimar the Clown,Salman Rushdie,Random House Trade,3,27
Midnights Children,Salman Rushdie,Picador,58,459
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,Viking Childrens Books,70,388
Fury,Salman Rushdie,Vintage,83,441
Code Complete,Steve McConnell,Microsoft Press,30,197
Dale Carnegies Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,Galahad Books,57,125
How to Stop Worrying and Start Living,Dale Carnegie,Gallery Books,97,83
How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,Pocket Books,46,461
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,Pocket Books,72,40
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,Basic Books,18,240
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,Basic Books,76,472
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,Vermilion,85,3
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,Harvard Business Review Press,55,481
Heart of Darkness,Joseph Conrad,Green Integer,72,255
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,Oxford University Press,41,381
Heart of Darkness,Joseph Conrad,Wildside Press,88,316
Teacher Man (Frank McCourt  #3),Frank McCourt,Scribner,15,363
Angelas Ashes,Frank McCourt,Simon & Schuster,21,302
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,Penguin Books,55,178
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,Dover Publications,53,82
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,Collectors Library,91,268
Three Men in a Boat,Jerome K. Jerome,Penguin Classics,14,38
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,Penguin Classics,88,300
Kafka on the Shore,Haruki Murakami/Philip Gabriel,Vintage International,88,137
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,Signet Classics,4,459
The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,Farrar  Straus and Giroux,86,38
The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,Penguin Books Ltd,91,42
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Vintage Books USA,67,121
The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,Hovel Audio,15,180
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,Barnes  Noble Classics,41,216
CliffsNotes on Dostoevskys The Brothers Karamazov,James Lamar Roberts/Gary Carey,Cliffs Notes,47,57
Hungry Planet,Peter Menzel/Faith DAluisio,Material World,94,172
The Very Hungry Caterpillar,Eric Carle,Philomel Books,51,241
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,Childs Play International,48,489
One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,HMH Books for Young Readers,92,146
The Hungry Tide,Amitav Ghosh,Mariner Books,63,180
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,Plume,47,382
What Is the What,Dave Eggers,McSweeneys,13,14
A Heartbreaking Work of Staggering Genius,Dave Eggers,Vintage,54,222
You Shall Know Our Velocity!,Dave Eggers,Vintage,78,274
How We Are Hungry,Dave Eggers,Vintage,84,265
How We Are Hungry: Stories,Dave Eggers,McSweeneys,71,392
Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,Scholastic,73,379
Love You Until--,Lisa McCourt/Cyd Moore,Paulist Press,5,418
Year of Wonders,Geraldine Brooks,Penguin Books,33,167
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,Bantam Books,0,77
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,Pocket Books,37,182
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,Random House Trade Paperbacks,11,133
Slaughterhouse-Five,Kurt Vonnegut Jr.,Dial Press,18,69
Kurt Vonneguts Cats Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,Chelsea House Publications,20,176
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,Washington Square Press,45,79
Jailbird,Kurt Vonnegut Jr.,Dial Press Trade Paperback,21,169
Fates Worse Than Death,Kurt Vonnegut Jr.,Berkley,83,276
The Red Tent,Anita Diamant,St. Martins Press,65,411
Inside the Red Tent,Sandra Hack Polaski,Chalice Press,23,199
Anita Diamants The Red Tent: A Readers Guide,Ann Finding,Bloomsbury Academic,94,92
La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,Gallimard,93,47
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,Belknap Press of Harvard University Press,8,253
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,Wizards of the Coast,75,80
Berlin: The Downfall  1945,Antony Beevor,Viking Books,68,466
El azul de la virgen,Tracy Chevalier,Punto de Lectura,15,431
Saturday,Ian McEwan,Anchor,98,37
I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,Atheneum Books for Young Readers,89,305
A Dangerous Fortune,Ken Follett,MacMillan General Books,53,57
The Man From St. Petersburg,Ken Follett,NAL,99,102
Night Over Water,Ken Follett,NAL,53,284
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,Random House Trade,37,190
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,Norma,63,330
Jackdaws,Ken Follett,NAL,44,449
Whiteout,Ken Follett/David Tennant,MacMillan Audio,21,185
Jackdaws,Ken Follett,Signet,8,165
Battle Angel Alita - Last Order : Angels Vision  Vol. 08,Yukito Kishiro,VIZ Media LLC,79,204
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,VIZ Media LLC,65,7
Gunnm Last Order  Tome 01,Yukito Kishiro,Glénat,91,41
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,North Atlantic Books,85,10
My Life in France,Julia Child/Alex PrudHomme,Knopf Publishing Group,0,355
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,Anchor Canada,35,264
The Drawing of the Three (The Dark Tower  #2),Stephen King,Signet,53,85
The Handmaids Tale,Margaret Atwood/Valerie Martin,Everymans Library,53,128
The Handmaids Tale,Margaret Atwood,Heinemann Library,37,148
The Catcher in the Rye,J.D. Salinger,Back Bay Books,13,288
